number,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discovery_method,planet_orbital_inclination,planet_density,right_ascension,declination,host_temperature,host_mass,host_radius,gravitation
1480,Kepler-1047 b,1846.0,1595.356,13.329,2016,Super Earth,23.407999999999998,Unknown,56.2 days,0.0,Kepler-1042,Transit,,,19h14m40.54s,+39d49m26.4s,4815.0,0.75,0.72,28.590370518736233
1482,Kepler-1048 b,1354.0,1023.3160000000001,14.844000000000001,2016,Super Earth,18.032,Unknown,6.9 days,0.0,Kepler-1044,Transit,,,19h32m34.67s,+46d39m58.5s,5985.0,1.08,1.11,30.90386218180489
1484,Kepler-104 b,1322.0,6228.880000000001,12.57,2014,Super Earth,3.1024000000000003,0.094 AU,11.4 days,0.0,Kepler-1046,Transit,,,19h47m01.38s,+46d59m53.8s,5913.0,1.04,1.04,6354.848069237413
1486,Kepler-104 d,1322.0,3972.5,12.57,2014,Neptune-like,3.5728,0.257 AU,51.8 days,0.0,Kepler-1047,Transit,,,19h14m35.10s,+50d47m20.3s,5754.0,1.08,1.13,3055.8869626321634
1488,Kepler-1050 c,1810.0,886.662,13.072000000000001,2016,Super Earth,16.576,Unknown,21.1 days,0.0,Kepler-1049,Transit,,,19h09m23.22s,+47d46m22.6s,3864.0,0.51,0.49,31.6876046691128
1490,Kepler-1052 b,3428.0,2831.598,14.860999999999999,2016,Neptune-like,2.9232,Unknown,34.9 days,0.0,Kepler-105,Transit,,11.2,19h11m32.96s,+46d16m34.5s,5827.0,0.96,0.89,3253.9084378107286
1492,Kepler-1054 b,3425.0,2354.898,14.085,2016,Neptune-like,2.6319999999999997,Unknown,4.3 days,0.0,Kepler-1050,Transit,,,18h51m42.00s,+48d37m35.0s,6010.0,1.09,1.13,3338.0368149855185
1494,Kepler-1056 b,3167.0,2961.896,14.56,2016,Neptune-like,3.0128,Unknown,27.5 days,0.0,Kepler-1052,Transit,,,19h41m22.26s,+46d36m08.2s,5888.0,1.03,1.03,3204.2027667557018
1496,Kepler-1058 b,1713.0,2494.73,15.504000000000001,2016,Neptune-like,2.7215999999999996,Unknown,111 days,0.0,Kepler-1054,Transit,,,19h22m24.28s,+44d33m23.0s,6209.0,1.22,1.34,3307.2402765901297
1498,Kepler-105 b,1518.0,1620.78,12.802,2013,Neptune-like,4.804799999999999,0.066 AU,5.4 days,0.47,Kepler-1056,Transit,,,19h58m06.24s,+46d53m57.3s,6127.0,1.12,1.2,689.3888111203481
1500,Kepler-1060 b,2809.0,1989.428,14.637,2016,Neptune-like,2.3743999999999996,Unknown,46.9 days,0.0,Kepler-1058,Transit,,,19h38m22.99s,+45d52m30.1s,4644.0,0.73,0.69,3465.0639171584507
1502,Kepler-1062 b,1266.0,1191.75,14.805,2016,Super Earth,19.712,Unknown,9.3 days,0.0,Kepler-106,Transit,,,20h03m27.35s,+44d20m15.2s,5858.0,1.0,1.04,30.117198463753713
1504,Kepler-1064 b,1220.0,959.7560000000001,13.741,2016,Super Earth,17.36,Unknown,16.5 days,0.0,Kepler-106,Transit,,,20h03m27.35s,+44d20m15.2s,5858.0,1.0,1.04,31.271749989671537
1506,Kepler-1065 c,3516.0,1013.782,15.502,2016,Super Earth,17.919999999999998,Unknown,2.4 days,0.0,Kepler-1060,Transit,,,19h04m06.05s,+39d37m51.3s,5797.0,0.99,0.99,30.999833160064792
1508,Kepler-1067 b,2248.0,138.8786,14.273,2016,Terrestrial,8.959999999999999,Unknown,0.8 days,0.0,Kepler-1062,Transit,,,18h55m35.86s,+41d13m17.8s,4597.0,0.75,0.7,16.98674243379099
1510,Kepler-1069 b,1419.0,1013.782,13.097999999999999,2016,Super Earth,17.919999999999998,Unknown,23.9 days,0.0,Kepler-1064,Transit,,,19h26m57.99s,+37d41m20.2s,5153.0,0.85,0.79,30.999833160064792
1512,Kepler-106 c,1468.0,3317.832,12.839,2014,Super Earth,2.4976,Unknown,13.6 days,0.0,Kepler-1065,Transit,,,19h38m02.70s,+38d47m25.8s,5635.0,0.94,0.93,5222.7520872795485
1514,Kepler-106 e,1468.0,3549.826,12.839,2014,Super Earth,2.5536,Unknown,43.8 days,0.0,Kepler-1067,Transit,,,19h01m32.98s,+45d02m56.6s,5592.0,0.95,0.93,5345.5465750896865
1516,Kepler-1071 b,3145.0,1989.428,15.829,2016,Neptune-like,2.3743999999999996,Unknown,6.2 days,0.0,Kepler-1069,Transit,,,19h23m55.04s,+47d59m20.4s,5722.0,0.99,0.98,3465.0639171584507
1518,Kepler-1073 b,2730.0,1875.0200000000002,14.532,2016,Neptune-like,2.296,Unknown,8.7 days,0.0,Kepler-107,Transit,89.49,12.65,19h48m06.78s,+48d12m31.0s,5854.0,1.24,1.45,3492.6328002970226
1520,Kepler-1074 b,799.0,667.38,15.005999999999998,2016,Super Earth,14.0,Unknown,5.9 days,0.0,Kepler-107,Transit,89.67,2.0,19h48m06.78s,+48d12m31.0s,5854.0,1.24,1.45,33.435506571738344
1522,Kepler-1076 b,649.0,138.8786,12.949000000000002,2016,Terrestrial,8.959999999999999,Unknown,6.1 days,0.0,Kepler-1071,Transit,,,19h32m13.92s,+45d14m55.7s,5215.0,0.86,0.81,16.98674243379099
1524,Kepler-1078 b,3963.0,1357.0059999999999,15.607000000000001,2016,Super Earth,21.279999999999998,Unknown,3 days,0.0,Kepler-1073,Transit,,,19h36m36.65s,+38d13m59.0s,5792.0,1.0,1.0,29.42586999186344
1526,Kepler-107 b,1714.0,1115.478,12.7,2014,Super Earth,17.2032,0.04544 AU,3.2 days,0.0,Kepler-1074,Transit,,,18h57m54.37s,+46d15m09.3s,4002.0,0.6,0.57,37.01121342459734
1528,Kepler-107 d,1714.0,1207.64,12.7,2014,Super Earth,9.632,0.08377 AU,8 days,0.0,Kepler-1076,Transit,,,19h10m21.62s,+51d03m38.1s,4868.0,0.79,0.74,127.81897568164027
1530,Kepler-1080 b,2244.0,3432.2400000000002,13.409,2016,Neptune-like,3.2815999999999996,Unknown,77.3 days,0.0,Kepler-1078,Transit,,,19h32m48.14s,+43d03m00.1s,5612.0,0.94,0.92,3129.65995886512
1532,Kepler-1082 b,2049.0,463.988,13.342,2016,Super Earth,12.544,Unknown,1.5 days,0.0,Kepler-108,Transit,,,19h38m14.20s,+46d03m44.4s,5854.0,,2.19,28.955125336635263
1534,Kepler-1084 b,1393.0,448.098,12.158,2016,Super Earth,12.432,Unknown,2.1 days,0.0,Kepler-1080,Transit,,,19h45m51.49s,+49d10m58.5s,5956.0,1.1,1.16,28.46962808981222
1535,Kepler-1085 b,4952.0,41.314,15.247,2016,Gas Giant,7.2128,Unknown,219.3 days,0.0,Kepler-1081,Transit,,,19h17m46.68s,+41d19m03.9s,5345.0,0.88,0.84,7.797946590905737
1537,Kepler-1086 b,1514.0,2075.2340000000004,15.555,2016,Neptune-like,2.4415999999999998,Unknown,18.8 days,0.0,Kepler-1083,Transit,,,18h52m38.87s,+45d11m53.9s,5049.0,0.81,0.77,3418.2894356111583
1539,Kepler-1087 b,1155.0,52.437000000000005,12.901,2016,Terrestrial,6.832,Unknown,0.7 days,0.0,Kepler-1085,Transit,,,19h09m54.64s,+46d08m28.3s,6000.0,1.11,1.14,11.03145792609039
1541,Kepler-1089 b,740.0,1274.378,15.597999999999999,2016,Super Earth,20.496,Unknown,5.1 days,0.0,Kepler-1086,Transit,,,19h41m00.28s,+45d50m34.7s,4350.0,0.7,0.66,29.78865069604207
1542,Kepler-108 b,2378.0,55.9328,13.084000000000001,2014,Gas Giant,8.6464,0.292 AU,49.2 days,0.22,Kepler-1086,Transit,,,19h41m00.28s,+45d50m34.7s,4350.0,0.7,0.66,7.346605267789262
1543,Kepler-108 c,2378.0,50.848000000000006,13.084000000000001,2014,Gas Giant,8.176,0.721 AU,190.3 days,0.04,Kepler-1087,Transit,,,19h39m54.92s,+46d00m20.4s,5589.0,0.96,0.94,7.469351565052486
1545,Kepler-1091 b,2985.0,867.594,14.715,2016,Super Earth,16.352,Unknown,1.4 days,0.0,Kepler-1089,Transit,,,19h24m22.26s,+49d11m24.2s,3753.0,0.52,0.49,31.861452769677005
1547,Kepler-1093 b,2766.0,1417.3880000000001,13.808,2016,Super Earth,21.84,Unknown,25.1 days,0.0,Kepler-109,Transit,,,19h21m34.25s,+40d17m05.5s,5952.0,1.04,1.32,29.179260063467215
1549,Kepler-1094 b,4472.0,3241.56,14.960999999999999,2016,Neptune-like,3.1807999999999996,Unknown,78.1 days,0.0,Kepler-1091,Transit,,,19h59m08.51s,+43d40m14.7s,5851.0,1.01,1.03,3146.097157989486
1551,Kepler-1096 b,1122.0,657.846,15.061,2016,Super Earth,13.888,Unknown,2.9 days,0.0,Kepler-1093,Transit,,,18h59m54.72s,+41d25m12.6s,6166.0,1.13,1.2,33.4915782691536
1553,Kepler-1098 b,2858.0,711.8720000000001,14.732999999999999,2016,Super Earth,14.559999999999999,Unknown,2.5 days,0.0,Kepler-1094,Transit,,,19h29m12.30s,+38d16m01.3s,6112.0,1.14,1.21,32.97387235871632
1555,Kepler-109 b,1570.0,2319.94,12.295,2014,Neptune-like,2.3632,Unknown,6.5 days,0.21,Kepler-1096,Transit,,,19h38m50.25s,+45d58m10.2s,4306.0,0.66,0.63,4079.121001580747
1557,Kepler-10 b,608.0,1464.590834,10.94,2011,Super Earth,16.5872,0.0172 AU,0.8 days,0.06,Kepler-1098,Transit,,,19h42m00.65s,+43d13m58.1s,5794.0,0.99,0.99,52.27101588132286
1559,Kepler-1100 b,3066.0,1179.038,13.822000000000001,2016,Super Earth,19.599999999999998,Unknown,6.4 days,0.0,Kepler-11,Transit,89.64,1.72,19h48m27.63s,+41d54m32.9s,5663.0,0.96,1.06,30.137446399696127
1561,Kepler-1102 b,3216.0,2402.5679999999998,14.922,2016,Neptune-like,2.6544,Unknown,51.3 days,0.0,Kepler-11,Transit,89.67,1.28,19h48m27.63s,+41d54m32.9s,5663.0,0.96,1.06,3348.372313304994
1563,Kepler-1104 b,1683.0,648.312,12.083,2016,Super Earth,13.776,Unknown,5 days,0.0,Kepler-11,Transit,89.47,0.69,19h48m27.63s,+41d54m32.9s,5663.0,0.96,1.06,33.54506079381319
1565,Kepler-1106 b,3810.0,1067.808,14.628,2016,Super Earth,18.479999999999997,Unknown,1.3 days,0.0,Kepler-110,Transit,,,19h31m42.99s,+48d36m10.1s,5960.0,,1.15,30.702944510319885
1567,Kepler-1108 b,2492.0,867.594,14.919,2016,Super Earth,16.352,Unknown,4.5 days,0.0,Kepler-1100,Transit,,,19h27m29.13s,+44d05m14.6s,6247.0,1.21,1.34,31.861452769677005
1569,Kepler-110 b,1946.0,1274.378,12.902000000000001,2014,Super Earth,20.496,0.107 AU,12.7 days,0.0,Kepler-1102,Transit,,,18h45m17.42s,+48d03m59.4s,5724.0,0.96,0.94,29.78865069604207
1571,Kepler-1110 b,2368.0,2402.5679999999998,15.887,2016,Neptune-like,2.6544,Unknown,9.7 days,0.0,Kepler-1104,Transit,,,19h37m52.45s,+49d19m51.7s,6417.0,1.3,1.41,3348.372313304994
1573,Kepler-1112 b,5656.0,2980.9640000000004,14.561,2016,Neptune-like,3.0128,Unknown,14.4 days,0.0,Kepler-1106,Transit,,,19h24m34.85s,+44d03m45.2s,6104.0,1.11,1.17,3224.8306815631427
1575,Kepler-1114 b,1393.0,759.542,13.758,2016,Super Earth,15.12,Unknown,15 days,0.0,Kepler-1108,Transit,,,19h44m10.16s,+45d59m06.5s,5406.0,0.88,0.84,32.62413478446283
1577,Kepler-1116 b,3317.0,2221.422,15.235,2016,Neptune-like,2.5423999999999998,Unknown,41.7 days,0.0,Kepler-111,Transit,,,19h26m36.76s,+44d41m17.8s,5952.0,,1.16,3374.6916746668294
1579,Kepler-1118 b,2668.0,2526.51,14.956,2016,Neptune-like,2.7327999999999997,Unknown,38.7 days,0.0,Kepler-1110,Transit,,,19h27m13.93s,+38d37m21.7s,4781.0,0.73,0.7,3321.9731254704025
1581,Kepler-111 b,2185.0,991.5360000000001,13.419,2014,Super Earth,17.695999999999998,0.046 AU,3.3 days,0.0,Kepler-1112,Transit,,,19h47m52.52s,+47d45m05.4s,6496.0,1.34,1.54,31.092028623546376
1582,Kepler-111 c,2185.0,41.949600000000004,13.419,2014,Gas Giant,7.2912,0.761 AU,224.8 days,0.0,Kepler-1113,Transit,,,19h17m37.61s,+39d20m19.8s,5931.0,1.12,1.17,7.748552729792019
1584,Kepler-1121 b,1726.0,1369.7179999999998,12.017000000000001,2016,Super Earth,21.392,Unknown,13.2 days,0.0,Kepler-1115,Transit,,,19h39m58.03s,+40d08m39.9s,8480.0,1.6,1.73,29.391325630569646
1586,Kepler-1123 b,2597.0,1090.054,14.807,2016,Super Earth,18.703999999999997,Unknown,4.3 days,0.0,Kepler-1117,Transit,,,19h28m20.35s,+49d14m14.9s,5612.0,0.95,0.93,30.596363822041162
1588,Kepler-1125 b,2968.0,1283.912,14.877,2016,Super Earth,20.608,Unknown,17.7 days,0.0,Kepler-1119,Transit,,,19h48m04.59s,+44d19m39.1s,6083.0,1.11,1.17,29.686182829532683
1590,Kepler-1127 b,3249.0,1430.1000000000001,15.133,2016,Super Earth,21.951999999999998,Unknown,5.1 days,0.0,Kepler-112,Transit,,,19h47m55.44s,+43d12m35.1s,5544.0,,0.84,29.141305902121044
1592,Kepler-1129 b,4104.0,2879.2680000000005,15.257,2016,Neptune-like,2.9568,Unknown,24.3 days,0.0,Kepler-1121,Transit,,,19h51m08.79s,+47d53m10.1s,6231.0,1.29,1.59,3233.917843930177
1594,Kepler-112 b,1699.0,1960.826,13.765999999999998,2014,Neptune-like,2.3632,0.076 AU,8.4 days,0.0,Kepler-1123,Transit,,,19h38m04.24s,+50d40m13.4s,5500.0,0.93,0.9,3447.695421884001
1596,Kepler-1130 b,763.0,138.8786,12.395999999999999,2016,Terrestrial,8.959999999999999,Unknown,5.5 days,0.0,Kepler-1125,Transit,,,19h41m55.49s,+40d43m55.1s,5683.0,0.95,0.94,16.98674243379099
1598,Kepler-1132 b,3066.0,1944.9360000000001,15.472000000000001,2016,Neptune-like,2.352,Unknown,62.9 days,0.0,Kepler-1127,Transit,,,19h32m52.17s,+42d43m14.5s,5664.0,0.97,0.95,3452.4028894530607
1600,Kepler-1134 b,3252.0,2370.788,15.825,2016,Neptune-like,2.6431999999999998,Unknown,17.1 days,0.0,Kepler-1129,Transit,,,19h26m25.08s,+41d18m33.7s,5831.0,1.0,1.0,3332.1416898950174
1602,Kepler-1136 b,1778.0,1058.2740000000001,15.642000000000001,2016,Super Earth,18.368,Unknown,2.4 days,0.0,Kepler-113,Transit,,10.73,19h11m59.49s,+50d56m39.6s,4725.0,0.75,0.69,30.801025489907534
1604,Kepler-1138 b,3591.0,1121.834,15.335999999999999,2016,Super Earth,19.04,Unknown,3.2 days,0.0,Kepler-1130,Transit,,,19h00m49.80s,+45d23m03.7s,5403.0,0.9,0.81,30.386837359489913
1606,Kepler-113 b,862.0,3718.2599999999998,13.46,2014,Super Earth,20.384,Unknown,4.8 days,0.0,Kepler-1132,Transit,,,19h05m28.19s,+48d25m26.2s,5298.0,0.87,0.83,87.87224548947266
1608,Kepler-1140 b,2143.0,2574.18,15.453,2016,Neptune-like,2.7664,Unknown,24.1 days,0.0,Kepler-1134,Transit,,,19h42m16.32s,+42d28m41.8s,5281.0,0.84,0.81,3302.9329009893418
1610,Kepler-1142 b,2274.0,877.1279999999999,14.277999999999999,2016,Super Earth,16.464,Unknown,18.3 days,0.0,Kepler-1136,Transit,,,18h56m25.87s,+44d14m44.9s,4512.0,0.72,0.68,31.774816509571988
1612,Kepler-1143 c,2062.0,4004.28,15.194,2016,Neptune-like,3.5951999999999997,Unknown,210.6 days,0.0,Kepler-1138,Transit,,,19h03m35.82s,+48d18m26.3s,5582.0,0.95,0.92,3042.0694103322658
1614,Kepler-1145 b,2329.0,807.212,15.45,2016,Super Earth,15.679999999999998,Unknown,4 days,0.0,Kepler-114,Transit,,,19h36m29.14s,+48d20m58.3s,4605.0,,0.67,32.23935051180432
1616,Kepler-1147 b,4815.0,2326.2960000000003,15.356,2016,Neptune-like,2.6096,Unknown,10.6 days,0.0,Kepler-114,Transit,,,19h36m29.14s,+48d20m58.3s,4605.0,,0.67,3354.3461528579173
1618,Kepler-1149 b,3337.0,848.526,14.931,2016,Super Earth,16.128,Unknown,3.7 days,0.0,Kepler-1141,Transit,,,19h22m10.47s,+47d43m33.2s,5791.0,1.01,1.07,32.032801012954444
1620,Kepler-114 c,853.0,889.84,13.712,2013,Super Earth,17.919999999999998,0.06482 AU,8 days,0.0,Kepler-1143,Transit,,,19h09m12.68s,+39d17m22.9s,5053.0,0.81,0.77,27.209884905386023
1622,Kepler-1150 b,1217.0,330.512,14.423,2016,Super Earth,11.424,Unknown,2.8 days,0.0,Kepler-1144,Transit,,,19h20m10.39s,+47d15m28.7s,5753.0,0.98,0.96,24.868044423882214
1624,Kepler-1152 b,600.0,187.502,14.597999999999999,2016,Terrestrial,9.744,Unknown,1.6 days,0.0,Kepler-1146,Transit,,,19h06m51.99s,+47d25m32.3s,4692.0,0.74,0.7,19.39197957887202
1626,Kepler-1154 b,4994.0,1932.2240000000002,14.779000000000002,2016,Neptune-like,2.3407999999999998,Unknown,5.2 days,0.0,Kepler-1148,Transit,,,19h23m48.85s,+45d43m10.3s,5054.0,0.81,0.77,3462.738102667656
1628,Kepler-1155 b,3220.0,1519.084,14.739,2016,Super Earth,22.735999999999997,Unknown,33.5 days,0.0,Kepler-115,Transit,,,19h50m50.84s,+45d15m42.9s,5979.0,,1.21,28.85655349301537
1630,Kepler-1157 b,1129.0,419.49600000000004,14.377,2016,Super Earth,12.208,Unknown,4.5 days,0.0,Kepler-1150,Transit,,,19h46m53.88s,+49d31m57.8s,4754.0,0.76,0.72,27.63946128641181
1632,Kepler-1159 b,4038.0,1973.538,14.545,2016,Neptune-like,2.3632,Unknown,22.7 days,0.0,Kepler-1152,Transit,,,19h21m44.17s,+44d06m27.5s,3964.0,0.55,0.53,3470.046769837868
1634,Kepler-115 c,2071.0,2310.406,13.392000000000001,2014,Neptune-like,2.5984,0.087 AU,9 days,0.0,Kepler-1154,Transit,,,19h49m54.51s,+39d52m38.1s,6327.0,1.26,1.43,3360.2151055232953
1636,Kepler-1161 b,1396.0,1646.204,15.8,2016,Neptune-like,23.855999999999998,Unknown,10.7 days,0.0,Kepler-1155,Transit,,,19h15m16.94s,+39d31m22.2s,5842.0,1.03,1.03,28.40397957017086
1638,Kepler-1163 b,1589.0,343.22400000000005,12.118,2016,Super Earth,11.536,Unknown,6.1 days,0.0,Kepler-1157,Transit,,,18h52m29.05s,+43d31m32.3s,4679.0,0.76,0.71,25.325495127590884
1640,Kepler-1165 b,3526.0,959.7560000000001,14.392000000000001,2016,Super Earth,17.36,Unknown,9.5 days,0.0,Kepler-1159,Transit,,,19h37m03.92s,+45d12m15.5s,6217.0,1.19,1.28,31.271749989671537
1642,Kepler-1167 b,2645.0,1134.546,15.929,2016,Super Earth,19.151999999999997,Unknown,1 days,0.0,Kepler-116,Transit,,,19h38m58.10s,+43d32m12.6s,6142.0,,1.45,30.37278626968297
1644,Kepler-1169 b,1755.0,247.5662,12.685,2016,Terrestrial,10.527999999999999,Unknown,6.1 days,0.0,Kepler-1161,Transit,,,19h56m18.50s,+45d26m26.3s,4253.0,0.59,0.57,21.932613688206132
1646,Kepler-116 c,3203.0,1875.0200000000002,13.689,2014,Neptune-like,2.296,0.116 AU,13.1 days,0.0,Kepler-1163,Transit,,,19h20m56.60s,+50d01m48.3s,6302.0,1.22,1.35,3492.6328002970226
1648,Kepler-1171 b,2006.0,2250.024,11.459000000000001,2016,Neptune-like,2.5536,Unknown,1.4 days,0.0,Kepler-1165,Transit,,,19h07m53.10s,+44d42m29.9s,6080.0,1.13,1.18,3388.22468680707
1650,Kepler-1173 b,1311.0,203.39200000000002,13.804,2016,Terrestrial,9.968,Unknown,0.8 days,0.0,Kepler-1167,Transit,,,19h53m12.65s,+47d41m38.5s,4971.0,0.79,0.75,20.10058047729564
1652,Kepler-1175 b,4058.0,2930.1160000000004,15.915999999999999,2016,Neptune-like,2.9904,Unknown,37.9 days,0.0,Kepler-1169,Transit,,,19h39m38.78s,+46d29m29.3s,6191.0,1.24,1.23,3217.488750011559
1654,Kepler-1177 b,2704.0,1357.0059999999999,14.508,2016,Super Earth,21.279999999999998,Unknown,106.2 days,0.0,Kepler-117,Transit,89.64,1.74,19h15m10.33s,+48d02m24.8s,6150.0,1.13,1.61,29.42586999186344
1656,Kepler-1179 b,1481.0,730.9399999999999,14.068,2016,Super Earth,14.783999999999999,Unknown,2.7 days,0.0,Kepler-1171,Transit,,,19h39m50.14s,+38d35m29.7s,7044.0,1.58,1.95,32.83890084344108
1658,Kepler-117 c,4665.0,584.7520000000001,14.247,2014,Gas Giant,12.331199999999999,0.2804 AU,50.8 days,0.03,Kepler-1173,Transit,,,19h32m31.46s,+45d39m48.8s,5252.0,0.86,0.82,37.7617248820034
1660,Kepler-1181 b,2828.0,982.002,13.455,2016,Super Earth,17.584,Unknown,4.9 days,0.0,Kepler-1175,Transit,,,19h16m34.25s,+46d48m46.4s,5453.0,0.9,0.86,31.186584439178283
1662,Kepler-1183 b,4495.0,2653.63,15.83,2016,Neptune-like,2.8224,Unknown,28.5 days,0.0,Kepler-1177,Transit,,,19h06m41.14s,+49d24m22.6s,5712.0,0.98,0.97,3271.101593923957
1664,Kepler-1185 b,966.0,740.474,12.552,2016,Super Earth,14.895999999999999,Unknown,104.4 days,0.0,Kepler-1179,Transit,,,18h56m23.43s,+47d48m38.3s,5212.0,0.84,0.81,32.768855843350295
1666,Kepler-1187 b,3357.0,2326.2960000000003,14.565999999999999,2016,Neptune-like,2.6096,Unknown,18.9 days,0.0,Kepler-118,Transit,,,19h56m51.16s,+41d25m29.4s,5274.0,,1.09,3354.3461528579173
1668,Kepler-1189 b,2880.0,1201.2839999999999,14.249,2016,Super Earth,19.823999999999998,Unknown,3.8 days,0.0,Kepler-1181,Transit,,,19h18m59.36s,+39d31m24.5s,6176.0,1.17,1.3,30.01607527626611
1670,Kepler-118 c,1904.0,45.7632,14.719000000000001,2014,Gas Giant,7.672,0.141 AU,20.2 days,0.0,Kepler-1183,Transit,,,19h28m55.78s,+38d53m32.0s,5765.0,1.0,0.99,7.634665041536198
1672,Kepler-1191 b,2858.0,918.4420000000001,15.312000000000001,2016,Super Earth,16.912,Unknown,5.6 days,0.0,Kepler-1185,Transit,,,19h08m57.88s,+39d19m57.9s,5622.0,0.96,0.87,31.532077616271206
1674,Kepler-1193 b,2267.0,730.9399999999999,13.421,2016,Super Earth,14.783999999999999,Unknown,2.8 days,0.0,Kepler-1187,Transit,,,19h07m34.08s,+38d19m06.8s,5975.0,1.06,1.09,32.83890084344108
1676,Kepler-1195 b,2649.0,1582.6440000000002,15.912,2016,Super Earth,23.296,Unknown,8.5 days,0.0,Kepler-1189,Transit,,,19h53m42.32s,+47d56m48.4s,6012.0,1.11,1.16,28.63593128250685
1678,Kepler-1197 b,1647.0,667.38,15.113,2016,Super Earth,14.0,Unknown,2 days,0.0,Kepler-119,Transit,,,19h43m47.14s,+42d39m32.1s,5595.0,,0.84,33.435506571738344
1680,Kepler-1199 b,1761.0,508.48,13.03,2016,Super Earth,12.879999999999999,Unknown,15 days,0.0,Kepler-1191,Transit,,,19h26m37.87s,+48d00m33.5s,5308.0,0.85,0.81,30.097674472714324
1682,Kepler-119 c,2336.0,229.1338,14.2,2014,Terrestrial,10.304,0.049 AU,4.1 days,0.0,Kepler-1193,Transit,,,19h12m34.74s,+51d16m32.3s,5908.0,1.08,1.21,21.191819623854517
1684,Kepler-11 c,2148.0,921.62,14.2,2010,Neptune-like,2.8672,0.107 AU,13 days,0.03,Kepler-1195,Transit,,,18h57m24.26s,+40d51m10.7s,4965.0,0.74,0.71,1100.8463480136643
1686,Kepler-11 e,2148.0,2542.4,14.2,2010,Neptune-like,4.1888,0.195 AU,32 days,0.01,Kepler-1197,Transit,,,19h26m40.63s,+42d35m26.6s,4708.0,0.78,0.72,1422.8378882068655
1688,Kepler-11 g,2148.0,7945.0,14.2,2010,Neptune-like,3.3263999999999996,0.466 AU,118.4 days,< 0.15,Kepler-1199,Transit,,,19h34m54.21s,+47d14m49.4s,5889.0,0.94,1.17,7050.757024893415
1690,Kepler-1201 b,3921.0,1862.3080000000002,14.7,2016,Neptune-like,2.2847999999999997,Unknown,15.2 days,0.0,Kepler-120,Transit,,,19h11m33.99s,+39d20m20.8s,4096.0,,0.53,3503.0466424026386
1692,Kepler-1203 b,877.0,381.36,14.915,2016,Super Earth,11.872,Unknown,0.6 days,0.0,Kepler-1200,Transit,,,19h46m24.83s,+44d07m45.3s,4612.0,0.74,0.7,26.56918019546415
1694,Kepler-1205 b,2499.0,816.746,15.13,2016,Super Earth,15.791999999999998,Unknown,1.1 days,0.0,Kepler-1202,Transit,,,19h29m09.75s,+44d39m11.7s,5834.0,1.03,1.04,32.159074128477975
1696,Kepler-1207 b,3086.0,1036.028,14.449000000000002,2016,Super Earth,18.144,Unknown,13.7 days,0.0,Kepler-1204,Transit,,,19h17m45.96s,+42d29m53.3s,5825.0,1.03,1.03,30.90268462266064
1698,Kepler-1209 b,1820.0,918.4420000000001,12.411,2016,Super Earth,16.912,Unknown,25.4 days,0.0,Kepler-1206,Transit,,,19h43m45.22s,+49d47m28.1s,4877.0,0.8,0.75,31.532077616271206
1700,Kepler-120 c,1282.0,940.688,14.719000000000001,2014,Super Earth,17.136,0.088 AU,12.8 days,0.0,Kepler-1208,Transit,,,19h27m31.50s,+44d33m20.6s,5001.0,0.8,0.76,31.457013459269803
1702,Kepler-1211 b,4847.0,2237.312,15.828,2016,Neptune-like,2.5423999999999998,Unknown,11 days,0.0,Kepler-121,Transit,,,19h04m38.90s,+39d40m40.8s,5311.0,,0.7,3398.83110009363
1704,Kepler-1213 b,2234.0,575.2180000000001,13.342,2016,Super Earth,13.328,Unknown,5.3 days,0.0,Kepler-1210,Transit,,,19h31m19.71s,+48d13m09.7s,5568.0,0.94,0.92,31.79752305063118
1706,Kepler-1215 b,2287.0,629.244,14.425,2016,Super Earth,13.664,Unknown,4.8 days,0.0,Kepler-1212,Transit,,,19h47m24.82s,+50d02m14.5s,6051.0,1.1,1.15,33.09437377827117
1708,Kepler-1217 b,4446.0,1468.236,15.242,2016,Super Earth,22.288,Unknown,2 days,0.0,Kepler-1214,Transit,,,19h00m34.23s,+49d48m02.4s,5130.0,0.85,0.8,29.023144324726786
1710,Kepler-1219 b,2029.0,1633.492,12.232000000000001,2016,Neptune-like,23.744,Unknown,16.1 days,0.0,Kepler-1216,Transit,,,19h09m37.28s,+45d55m04.8s,5743.0,0.99,0.98,28.45116379264286
1712,Kepler-121 c,1690.0,1833.706,14.677,2014,Neptune-like,2.2736,0.216 AU,41 days,0.0,Kepler-1218,Transit,,,19h26m18.96s,+44d31m54.2s,5986.0,1.06,1.1,3483.3120011443225
1714,Kepler-1221 b,2965.0,1331.582,15.58,2016,Super Earth,21.055999999999997,Unknown,12 days,0.0,Kepler-122,Transit,,,19h24m26.85s,+39d56m56.8s,6050.0,,1.22,29.49218592862121
1716,Kepler-1223 b,1484.0,629.244,14.612,2016,Super Earth,13.664,Unknown,16.3 days,0.0,Kepler-122,Transit,,,19h24m26.85s,+39d56m56.8s,6050.0,,1.22,33.09437377827117
1718,Kepler-1225 b,4048.0,1261.6660000000002,14.632,2016,Super Earth,20.384,Unknown,7 days,0.0,Kepler-122,Transit Timing Variations,,,19h24m26.85s,+39d56m56.8s,6050.0,,1.22,29.816479879761243
